Filename,Pin,Direction,Max rise time,Max fall time,Worst Transition,Limit,Slack
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_388/A,in,0.527195,0.487868,0.527195,0.200000,0.32719499999999996
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_383/A,in,0.515742,0.497419,0.515742,0.200000,0.315742
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445107/A,in,0.515738,0.497418,0.515738,0.200000,0.315738
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322391/Y,out,0.444309,0.293559,0.444309,0.200000,0.244309
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_384/A,in,0.436098,0.411440,0.436098,0.200000,0.23609799999999997
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode457333/A,in,0.436098,0.411431,0.436098,0.200000,0.23609799999999997
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_390/A,in,0.418513,0.397465,0.418513,0.200000,0.218513
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445106/A,in,0.418507,0.397446,0.418507,0.200000,0.218507
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322352/Y,out,0.414308,0.282917,0.414308,0.200000,0.214308
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_393/A,in,0.414258,0.403664,0.414258,0.200000,0.214258
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445111/A,in,0.414260,0.403660,0.41426,0.200000,0.21426
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_23/A,in,0.366336,0.371366,0.371366,0.200000,0.17136599999999996
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln3_rx_i/pll_clk_ATibuf_i101/A,in,0.368383,0.366332,0.368383,0.200000,0.168383
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_22/A,in,0.307690,0.313819,0.313819,0.200000,0.113819
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/U11/A0,in,0.312565,0.313306,0.313306,0.200000,0.11330599999999996
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/npe_synchronizer_u3/SDFFYRPQ2D_INST_3__SDFFYRPQ2D/D,in,0.312533,0.313285,0.313285,0.200000,0.11328499999999997
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_19/A,in,0.303795,0.300459,0.303795,0.200000,0.10379499999999997
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_83_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_82_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch88_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch84_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch86_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_89_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch89_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_88_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_87_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_86_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_85_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_84_/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch82_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381265/Y,out,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch87_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/A,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381254/A,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch85_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch83_reg/SI,in,0.280876,0.170348,0.280876,0.200000,0.080876
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSP,inout,0.275168,0.275168,0.275168,0.200000,0.07516800000000001
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381237/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381235/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381236/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381234/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381224/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381216/A,in,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/Y,out,0.269974,0.189278,0.269974,0.200000,0.06997399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/ATBSN,inout,0.262366,0.262366,0.262366,0.200000,0.06236599999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_pll2ref_i/pll_clk_ATibuf_i101/A,in,0.260296,0.259752,0.260296,0.200000,0.060296000000000016
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/genblk1_6__i_sync_tbus_data/z_r_reg/D,in,0.252051,0.186748,0.252051,0.200000,0.052051000000000014
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381252/Y,out,0.249941,0.150607,0.249941,0.200000,0.049940999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381247/A,in,0.249941,0.150607,0.249941,0.200000,0.049940999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_top_tbus_0/U370/Y,out,0.246016,0.181014,0.246016,0.200000,0.046016
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U845/B,in,0.243664,0.243240,0.243664,0.200000,0.04366399999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/genblk1_7__i_sync_tbus_data/z_r_reg/D,in,0.236815,0.189746,0.236815,0.200000,0.03681499999999999
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pcs_lane1_wrapper/u_pcs_pcie_core/i_pcs_pcie_lane_control0/RO_ropt_mt_inst_447082/A,in,0.234848,0.234733,0.234848,0.200000,0.03484799999999999
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_top_tbus_0/U371/Y,out,0.230512,0.183206,0.230512,0.200000,0.030511999999999984
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374025/A,in,0.225204,0.128530,0.225204,0.200000,0.025203999999999976
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374026/Y,out,0.225087,0.128444,0.225087,0.200000,0.025086999999999998
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/Upteco_drc__December09__PTECO_DRC_BUF59/A,in,0.220548,0.179227,0.220548,0.200000,0.020547999999999983
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/PO_AINV_P_80439/Y,out,0.217570,0.172471,0.21757,0.200000,0.017570000000000002
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381250/A,in,0.208172,0.161039,0.208172,0.200000,0.008171999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381227/A,in,0.208172,0.161039,0.208172,0.200000,0.008171999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381225/A,in,0.208172,0.161039,0.208172,0.200000,0.008171999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381226/A,in,0.208172,0.161039,0.208172,0.200000,0.008171999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381254/Y,out,0.208172,0.161039,0.208172,0.200000,0.008171999999999985
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI76_384140/A,in,0.207361,0.178244,0.207361,0.200000,0.007360999999999979
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI70_384138/Y,out,0.207252,0.178388,0.207252,0.200000,0.007251999999999981
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI23_384014/A,in,0.198372,0.206801,0.206801,0.200000,0.0068010000000000015
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI20_384012/Y,out,0.198269,0.206505,0.206505,0.200000,0.006504999999999983
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2,in,0.200000,0.200000,0.2,0.100000,0.1
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_20/A,in,3.207880,3.208445,3.208445,0.200000,3.008445
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln1_rxdiv_i/pll_clk_ATibuf_i101/A,in,1.654652,1.658026,1.658026,0.200000,1.458026
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_21/A,in,1.337321,1.339192,1.339192,0.200000,1.139192
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445109/A,in,1.217591,1.229159,1.229159,0.200000,1.029159
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_385/A,in,1.217581,1.229146,1.229146,0.200000,1.0291460000000001
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_391/A,in,1.214515,1.186461,1.214515,0.200000,1.014515
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445104/A,in,1.214508,1.186450,1.214508,0.200000,1.014508
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_17/A,in,1.099303,1.105687,1.105687,0.200000,0.9056870000000001
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_386/A,in,1.020008,0.970524,1.020008,0.200000,0.8200080000000001
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445103/A,in,1.019978,0.970504,1.019978,0.200000,0.8199780000000001
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rx_i/pll_clk_ATibuf_i101/A,in,0.867897,0.868134,0.868134,0.200000,0.668134
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_392/A,in,0.848337,0.838639,0.848337,0.200000,0.6483369999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445105/A,in,0.848331,0.838617,0.848331,0.200000,0.648331
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rxdiv_i/pll_clk_ATibuf_i101/A,in,0.832264,0.827281,0.832264,0.200000,0.6322639999999999
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode458722/A,in,0.718920,0.646667,0.71892,0.200000,0.51892
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_389/A,in,0.718920,0.646666,0.71892,0.200000,0.51892
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,diode445108/A,in,0.651810,0.620534,0.65181,0.200000,0.45181
data_trans2.lifcc.SC.SigRCmaxDP_ErPlus_modRvia_m40c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_387/A,in,0.651814,0.620533,0.651814,0.200000,0.451814
